sem_bge,comp_bge,exp_bge,form_bge,skills_raw,edu_gap_norm,domain_compat_score,label,domain_name,domain_match
0.8286,0.8571,1.0,1.0,0.8571,0.0,1.0,0.779,Comptabilité Générale,same
0.8286,0.8571,1.0,1.0,0.8571,0.0,1.0,0.8031,Comptabilité Générale,same
0.8286,0.8571,1.0,1.0,0.8571,0.0,1.0,0.7692,Comptabilité Générale,same
0.8286,0.8571,1.0,0.8,0.8571,0.2,1.0,0.7822,Comptabilité Générale,same
0.8286,0.8571,1.0,0.8,0.8571,0.2,1.0,0.8066,Comptabilité Générale,same
0.8286,0.8571,1.0,0.8,0.8571,0.2,1.0,0.7616,Comptabilité Générale,same
0.8286,0.8571,1.0,0.8,0.8571,0.2,1.0,0.8,Comptabilité Générale,same
0.8286,0.8571,1.0,0.8,0.8571,0.2,1.0,0.7635,Comptabilité Générale,same
0.8286,0.8571,1.0,0.8,0.8571,0.2,1.0,0.7846,Comptabilité Générale,same
0.7571,0.7143,1.0,1.0,0.7143,0.0,1.0,0.7194,Comptabilité Générale,same
0.7571,0.7143,1.0,1.0,0.7143,0.0,1.0,0.7313,Comptabilité Générale,same
0.7571,0.7143,1.0,1.0,0.7143,0.0,1.0,0.6836,Comptabilité Générale,same
0.7571,0.7143,1.0,0.8,0.7143,0.2,1.0,0.6984,Comptabilité Générale,same
0.7571,0.7143,1.0,0.8,0.7143,0.2,1.0,0.7146,Comptabilité Générale,same
0.7571,0.7143,1.0,0.8,0.7143,0.2,1.0,0.7219,Comptabilité Générale,same
0.7571,0.7143,1.0,0.8,0.7143,0.2,1.0,0.7107,Comptabilité Générale,same
0.7571,0.7143,1.0,0.8,0.7143,0.2,1.0,0.7188,Comptabilité Générale,same
0.7571,0.7143,1.0,0.8,0.7143,0.2,1.0,0.7072,Comptabilité Générale,same
0.6857,0.5714,1.0,1.0,0.5714,0.0,1.0,0.6523,Comptabilité Générale,same
0.6857,0.5714,1.0,1.0,0.5714,0.0,1.0,0.647,Comptabilité Générale,same
0.6857,0.5714,1.0,1.0,0.5714,0.0,1.0,0.6601,Comptabilité Générale,same
0.6857,0.5714,1.0,0.8,0.5714,0.2,1.0,0.6641,Comptabilité Générale,same
0.6857,0.5714,1.0,0.8,0.5714,0.2,1.0,0.6743,Comptabilité Générale,same
0.6857,0.5714,1.0,0.8,0.5714,0.2,1.0,0.6493,Comptabilité Générale,same
0.6857,0.5714,1.0,0.8,0.5714,0.2,1.0,0.6533,Comptabilité Générale,same
0.6857,0.5714,1.0,0.8,0.5714,0.2,1.0,0.6577,Comptabilité Générale,same
0.6857,0.5714,1.0,0.8,0.5714,0.2,1.0,0.6536,Comptabilité Générale,same
0.6143,0.4286,1.0,1.0,0.4286,0.0,1.0,0.5922,Comptabilité Générale,same
0.6143,0.4286,1.0,1.0,0.4286,0.0,1.0,0.5741,Comptabilité Générale,same
0.6143,0.4286,1.0,1.0,0.4286,0.0,1.0,0.5973,Comptabilité Générale,same
0.6143,0.4286,1.0,0.8,0.4286,0.2,1.0,0.5819,Comptabilité Générale,same
0.6143,0.4286,1.0,0.8,0.4286,0.2,1.0,0.5814,Comptabilité Générale,same
0.6143,0.4286,1.0,0.8,0.4286,0.2,1.0,0.5738,Comptabilité Générale,same
0.6143,0.4286,1.0,0.8,0.4286,0.2,1.0,0.6068,Comptabilité Générale,same
0.6143,0.4286,1.0,0.8,0.4286,0.2,1.0,0.5912,Comptabilité Générale,same
0.6143,0.4286,1.0,0.8,0.4286,0.2,1.0,0.6067,Comptabilité Générale,same
0.5429,0.2857,1.0,1.0,0.2857,0.0,1.0,0.5318,Comptabilité Générale,same
0.5429,0.2857,1.0,1.0,0.2857,0.0,1.0,0.5081,Comptabilité Générale,same
0.5429,0.2857,1.0,1.0,0.2857,0.0,1.0,0.5156,Comptabilité Générale,same
0.5429,0.2857,1.0,0.8,0.2857,0.2,1.0,0.5377,Comptabilité Générale,same
0.5429,0.2857,1.0,0.8,0.2857,0.2,1.0,0.5194,Comptabilité Générale,same
0.5429,0.2857,1.0,0.8,0.2857,0.2,1.0,0.5155,Comptabilité Générale,same
0.5429,0.2857,1.0,0.8,0.2857,0.2,1.0,0.5264,Comptabilité Générale,same
0.5429,0.2857,1.0,0.8,0.2857,0.2,1.0,0.5264,Comptabilité Générale,same
0.5429,0.2857,1.0,0.8,0.2857,0.2,1.0,0.5164,Comptabilité Générale,same
0.4715,0.1429,1.0,1.0,0.1429,0.0,0.65,0.2889,Comptabilité Générale,adjacent
0.4715,0.1429,1.0,0.8,0.1429,0.2,0.65,0.2871,Comptabilité Générale,adjacent
0.4715,0.1429,1.0,1.0,0.1429,0.0,0.65,0.2618,Comptabilité Générale,adjacent
0.4715,0.1429,1.0,0.8,0.1429,0.2,0.65,0.2989,Comptabilité Générale,adjacent
0.4715,0.1429,1.0,1.0,0.1429,0.0,0.65,0.2831,Comptabilité Générale,adjacent
0.4715,0.1429,1.0,0.8,0.1429,0.2,0.65,0.3085,Comptabilité Générale,adjacent
0.4,0.0,1.0,0.8,0.0,0.2,0.0,0.0643,Comptabilité Générale,different
0.4,0.0,1.0,1.0,0.0,-0.4,0.0,0.04,Comptabilité Générale,different
0.4,0.0,1.0,1.0,0.0,-0.4,0.0,0.0544,Comptabilité Générale,different
0.4,0.0,1.0,1.0,0.0,-0.2,0.0,0.051,Comptabilité Générale,different
0.8286,0.8571,1.0,1.0,0.8571,0.0,1.0,0.7855,Audit et Contrôle de Gestion,same
0.8286,0.8571,1.0,1.0,0.8571,0.0,1.0,0.7729,Audit et Contrôle de Gestion,same
0.8286,0.8571,1.0,1.0,0.8571,0.0,1.0,0.7996,Audit et Contrôle de Gestion,same
0.8286,0.8571,1.0,0.8,0.8571,0.2,1.0,0.7956,Audit et Contrôle de Gestion,same
0.8286,0.8571,1.0,0.8,0.8571,0.2,1.0,0.7948,Audit et Contrôle de Gestion,same
0.8286,0.8571,1.0,0.8,0.8571,0.2,1.0,0.7764,Audit et Contrôle de Gestion,same
0.8286,0.8571,1.0,0.6,0.8571,0.4,1.0,0.7768,Audit et Contrôle de Gestion,same
0.8286,0.8571,1.0,0.6,0.8571,0.4,1.0,0.7614,Audit et Contrôle de Gestion,same
0.8286,0.8571,1.0,0.6,0.8571,0.4,1.0,0.8062,Audit et Contrôle de Gestion,same
0.7571,0.7143,1.0,1.0,0.7143,0.0,1.0,0.7275,Audit et Contrôle de Gestion,same
0.7571,0.7143,1.0,1.0,0.7143,0.0,1.0,0.7183,Audit et Contrôle de Gestion,same
0.7571,0.7143,1.0,1.0,0.7143,0.0,1.0,0.7326,Audit et Contrôle de Gestion,same
0.7571,0.7143,1.0,0.8,0.7143,0.2,1.0,0.7304,Audit et Contrôle de Gestion,same
0.7571,0.7143,1.0,0.8,0.7143,0.2,1.0,0.7331,Audit et Contrôle de Gestion,same
0.7571,0.7143,1.0,0.8,0.7143,0.2,1.0,0.7019,Audit et Contrôle de Gestion,same
0.7571,0.7143,1.0,0.6,0.7143,0.4,1.0,0.7129,Audit et Contrôle de Gestion,same
0.7571,0.7143,1.0,0.6,0.7143,0.4,1.0,0.7238,Audit et Contrôle de Gestion,same
0.7571,0.7143,1.0,0.6,0.7143,0.4,1.0,0.7257,Audit et Contrôle de Gestion,same
0.6857,0.5714,1.0,1.0,0.5714,0.0,1.0,0.6686,Audit et Contrôle de Gestion,same
0.6857,0.5714,1.0,1.0,0.5714,0.0,1.0,0.645,Audit et Contrôle de Gestion,same
0.6857,0.5714,1.0,1.0,0.5714,0.0,1.0,0.6587,Audit et Contrôle de Gestion,same
0.6857,0.5714,1.0,0.8,0.5714,0.2,1.0,0.6836,Audit et Contrôle de Gestion,same
0.6857,0.5714,1.0,0.8,0.5714,0.2,1.0,0.6654,Audit et Contrôle de Gestion,same
0.6857,0.5714,1.0,0.8,0.5714,0.2,1.0,0.6676,Audit et Contrôle de Gestion,same
0.6857,0.5714,1.0,0.6,0.5714,0.4,1.0,0.6569,Audit et Contrôle de Gestion,same
0.6857,0.5714,1.0,0.6,0.5714,0.4,1.0,0.6664,Audit et Contrôle de Gestion,same
0.6857,0.5714,1.0,0.6,0.5714,0.4,1.0,0.6788,Audit et Contrôle de Gestion,same
0.6143,0.4286,1.0,1.0,0.4286,0.0,1.0,0.5941,Audit et Contrôle de Gestion,same
0.6143,0.4286,1.0,1.0,0.4286,0.0,1.0,0.6075,Audit et Contrôle de Gestion,same
0.6143,0.4286,1.0,1.0,0.4286,0.0,1.0,0.5824,Audit et Contrôle de Gestion,same
0.6143,0.4286,1.0,0.8,0.4286,0.2,1.0,0.5999,Audit et Contrôle de Gestion,same
0.6143,0.4286,1.0,0.8,0.4286,0.2,1.0,0.6037,Audit et Contrôle de Gestion,same
0.6143,0.4286,1.0,0.8,0.4286,0.2,1.0,0.5838,Audit et Contrôle de Gestion,same
0.6143,0.4286,1.0,0.6,0.4286,0.4,1.0,0.606,Audit et Contrôle de Gestion,same
0.6143,0.4286,1.0,0.6,0.4286,0.4,1.0,0.5848,Audit et Contrôle de Gestion,same
0.6143,0.4286,1.0,0.6,0.4286,0.4,1.0,0.5832,Audit et Contrôle de Gestion,same
0.5429,0.2857,1.0,1.0,0.2857,0.0,1.0,0.5286,Audit et Contrôle de Gestion,same
0.5429,0.2857,1.0,1.0,0.2857,0.0,1.0,0.5518,Audit et Contrôle de Gestion,same
0.5429,0.2857,1.0,1.0,0.2857,0.0,1.0,0.5323,Audit et Contrôle de Gestion,same
0.5429,0.2857,1.0,0.8,0.2857,0.2,1.0,0.5398,Audit et Contrôle de Gestion,same
0.5429,0.2857,1.0,0.8,0.2857,0.2,1.0,0.5198,Audit et Contrôle de Gestion,same
0.5429,0.2857,1.0,0.8,0.2857,0.2,1.0,0.5295,Audit et Contrôle de Gestion,same
0.5429,0.2857,1.0,0.6,0.2857,0.4,1.0,0.5145,Audit et Contrôle de Gestion,same
0.5429,0.2857,1.0,0.6,0.2857,0.4,1.0,0.5217,Audit et Contrôle de Gestion,same
0.5429,0.2857,1.0,0.6,0.2857,0.4,1.0,0.5386,Audit et Contrôle de Gestion,same
0.5429,0.2857,1.0,1.0,0.2857,0.0,0.65,0.3353,Audit et Contrôle de Gestion,adjacent
0.5429,0.2857,1.0,0.8,0.2857,0.2,0.65,0.3531,Audit et Contrôle de Gestion,adjacent
0.5429,0.2857,1.0,1.0,0.2857,0.0,0.65,0.3333,Audit et Contrôle de Gestion,adjacent
0.5429,0.2857,1.0,0.8,0.2857,0.2,0.65,0.3333,Audit et Contrôle de Gestion,adjacent
0.5429,0.2857,1.0,1.0,0.2857,0.0,0.65,0.351,Audit et Contrôle de Gestion,adjacent
0.5429,0.2857,1.0,0.8,0.2857,0.2,0.65,0.3279,Audit et Contrôle de Gestion,adjacent
0.4,0.0,1.0,0.2,0.0,0.8,0.0,0.04,Audit et Contrôle de Gestion,different
0.4,0.0,1.0,0.8,0.0,0.2,0.0,0.0514,Audit et Contrôle de Gestion,different
0.4,0.0,1.0,0.6,0.0,0.4,0.0,0.0414,Audit et Contrôle de Gestion,different
0.4,0.0,1.0,0.4,0.0,0.6,0.0,0.0499,Audit et Contrôle de Gestion,different
0.8286,0.8571,1.0,1.0,0.8571,0.0,1.0,0.8059,Finance d'Entreprise,same
0.8286,0.8571,1.0,1.0,0.8571,0.0,1.0,0.7877,Finance d'Entreprise,same
0.8286,0.8571,1.0,1.0,0.8571,0.0,1.0,0.7677,Finance d'Entreprise,same
0.8286,0.8571,1.0,0.8,0.8571,0.2,1.0,0.7893,Finance d'Entreprise,same
0.8286,0.8571,1.0,0.8,0.8571,0.2,1.0,0.7898,Finance d'Entreprise,same
0.8286,0.8571,1.0,0.8,0.8571,0.2,1.0,0.7833,Finance d'Entreprise,same
0.8286,0.8571,1.0,0.6,0.8571,0.4,1.0,0.7833,Finance d'Entreprise,same
0.8286,0.8571,1.0,0.6,0.8571,0.4,1.0,0.7865,Finance d'Entreprise,same
0.8286,0.8571,1.0,0.6,0.8571,0.4,1.0,0.7827,Finance d'Entreprise,same
0.7571,0.7143,1.0,1.0,0.7143,0.0,1.0,0.7172,Finance d'Entreprise,same
0.7571,0.7143,1.0,1.0,0.7143,0.0,1.0,0.7262,Finance d'Entreprise,same
0.7571,0.7143,1.0,1.0,0.7143,0.0,1.0,0.7304,Finance d'Entreprise,same
0.7571,0.7143,1.0,0.8,0.7143,0.2,1.0,0.7157,Finance d'Entreprise,same
0.7571,0.7143,1.0,0.8,0.7143,0.2,1.0,0.7145,Finance d'Entreprise,same
0.7571,0.7143,1.0,0.8,0.7143,0.2,1.0,0.7255,Finance d'Entreprise,same
0.7571,0.7143,1.0,0.6,0.7143,0.4,1.0,0.727,Finance d'Entreprise,same
0.7571,0.7143,1.0,0.6,0.7143,0.4,1.0,0.6975,Finance d'Entreprise,same
0.7571,0.7143,1.0,0.6,0.7143,0.4,1.0,0.712,Finance d'Entreprise,same
0.6857,0.5714,1.0,1.0,0.5714,0.0,1.0,0.6677,Finance d'Entreprise,same
0.6857,0.5714,1.0,1.0,0.5714,0.0,1.0,0.6561,Finance d'Entreprise,same
0.6857,0.5714,1.0,1.0,0.5714,0.0,1.0,0.6643,Finance d'Entreprise,same
0.6857,0.5714,1.0,0.8,0.5714,0.2,1.0,0.6819,Finance d'Entreprise,same
0.6857,0.5714,1.0,0.8,0.5714,0.2,1.0,0.6423,Finance d'Entreprise,same
0.6857,0.5714,1.0,0.8,0.5714,0.2,1.0,0.667,Finance d'Entreprise,same
0.6857,0.5714,1.0,0.6,0.5714,0.4,1.0,0.6551,Finance d'Entreprise,same
0.6857,0.5714,1.0,0.6,0.5714,0.4,1.0,0.672,Finance d'Entreprise,same
0.6857,0.5714,1.0,0.6,0.5714,0.4,1.0,0.6414,Finance d'Entreprise,same
0.6143,0.4286,1.0,1.0,0.4286,0.0,1.0,0.5882,Finance d'Entreprise,same
0.6143,0.4286,1.0,1.0,0.4286,0.0,1.0,0.5938,Finance d'Entreprise,same
0.6143,0.4286,1.0,1.0,0.4286,0.0,1.0,0.5931,Finance d'Entreprise,same
0.6143,0.4286,1.0,0.8,0.4286,0.2,1.0,0.5843,Finance d'Entreprise,same
0.6143,0.4286,1.0,0.8,0.4286,0.2,1.0,0.5848,Finance d'Entreprise,same
0.6143,0.4286,1.0,0.8,0.4286,0.2,1.0,0.5768,Finance d'Entreprise,same
0.6143,0.4286,1.0,0.6,0.4286,0.4,1.0,0.5743,Finance d'Entreprise,same
0.6143,0.4286,1.0,0.6,0.4286,0.4,1.0,0.6068,Finance d'Entreprise,same
0.6143,0.4286,1.0,0.6,0.4286,0.4,1.0,0.588,Finance d'Entreprise,same
0.5429,0.2857,1.0,1.0,0.2857,0.0,1.0,0.5267,Finance d'Entreprise,same
0.5429,0.2857,1.0,1.0,0.2857,0.0,1.0,0.5212,Finance d'Entreprise,same
0.5429,0.2857,1.0,1.0,0.2857,0.0,1.0,0.5344,Finance d'Entreprise,same
0.5429,0.2857,1.0,0.8,0.2857,0.2,1.0,0.5368,Finance d'Entreprise,same
0.5429,0.2857,1.0,0.8,0.2857,0.2,1.0,0.5366,Finance d'Entreprise,same
0.5429,0.2857,1.0,0.8,0.2857,0.2,1.0,0.5285,Finance d'Entreprise,same
0.5429,0.2857,1.0,0.6,0.2857,0.4,1.0,0.5192,Finance d'Entreprise,same
0.5429,0.2857,1.0,0.6,0.2857,0.4,1.0,0.516,Finance d'Entreprise,same
0.5429,0.2857,1.0,0.6,0.2857,0.4,1.0,0.5402,Finance d'Entreprise,same
0.4715,0.1429,1.0,1.0,0.1429,0.0,0.65,0.2804,Finance d'Entreprise,adjacent
0.4715,0.1429,1.0,0.8,0.1429,0.2,0.65,0.3059,Finance d'Entreprise,adjacent
0.4715,0.1429,1.0,1.0,0.1429,0.0,0.65,0.2764,Finance d'Entreprise,adjacent
0.4715,0.1429,1.0,0.8,0.1429,0.2,0.65,0.2958,Finance d'Entreprise,adjacent
0.4715,0.1429,1.0,1.0,0.1429,0.0,0.65,0.3029,Finance d'Entreprise,adjacent
0.4715,0.1429,1.0,0.8,0.1429,0.2,0.65,0.2891,Finance d'Entreprise,adjacent
0.4,0.0,1.0,1.0,0.0,0.0,0.0,0.04,Finance d'Entreprise,different
0.4,0.0,1.0,0.8,0.0,0.2,0.0,0.04,Finance d'Entreprise,different
0.4,0.0,1.0,0.8,0.0,0.2,0.0,0.0685,Finance d'Entreprise,different
0.4,0.0,1.0,0.6,0.0,0.4,0.0,0.0723,Finance d'Entreprise,different
0.8375,0.875,1.0,1.0,0.875,0.0,1.0,0.8003,Recrutement,same
0.8375,0.875,1.0,1.0,0.875,0.0,1.0,0.7996,Recrutement,same
0.8375,0.875,1.0,1.0,0.875,0.0,1.0,0.7822,Recrutement,same
0.8375,0.875,1.0,0.8,0.875,0.2,1.0,0.791,Recrutement,same
0.8375,0.875,1.0,0.8,0.875,0.2,1.0,0.7735,Recrutement,same
0.8375,0.875,1.0,0.8,0.875,0.2,1.0,0.815,Recrutement,same
0.8375,0.875,1.0,0.6,0.875,0.4,1.0,0.7888,Recrutement,same
0.8375,0.875,1.0,0.6,0.875,0.4,1.0,0.7796,Recrutement,same
0.8375,0.875,1.0,0.6,0.875,0.4,1.0,0.7773,Recrutement,same
0.775,0.75,1.0,1.0,0.75,0.0,1.0,0.7274,Recrutement,same
0.775,0.75,1.0,1.0,0.75,0.0,1.0,0.7507,Recrutement,same
0.775,0.75,1.0,1.0,0.75,0.0,1.0,0.726,Recrutement,same
0.775,0.75,1.0,0.8,0.75,0.2,1.0,0.7458,Recrutement,same
0.775,0.75,1.0,0.8,0.75,0.2,1.0,0.7231,Recrutement,same
0.775,0.75,1.0,0.8,0.75,0.2,1.0,0.7465,Recrutement,same
0.775,0.75,1.0,0.6,0.75,0.4,1.0,0.7339,Recrutement,same
0.775,0.75,1.0,0.6,0.75,0.4,1.0,0.7344,Recrutement,same
0.775,0.75,1.0,0.6,0.75,0.4,1.0,0.7297,Recrutement,same
0.7125,0.625,1.0,1.0,0.625,0.0,1.0,0.673,Recrutement,same
0.7125,0.625,1.0,1.0,0.625,0.0,1.0,0.6842,Recrutement,same
0.7125,0.625,1.0,1.0,0.625,0.0,1.0,0.6593,Recrutement,same
0.7125,0.625,1.0,0.8,0.625,0.2,1.0,0.7069,Recrutement,same
0.7125,0.625,1.0,0.8,0.625,0.2,1.0,0.6639,Recrutement,same
0.7125,0.625,1.0,0.8,0.625,0.2,1.0,0.7004,Recrutement,same
0.7125,0.625,1.0,0.6,0.625,0.4,1.0,0.6786,Recrutement,same
0.7125,0.625,1.0,0.6,0.625,0.4,1.0,0.6779,Recrutement,same
0.7125,0.625,1.0,0.6,0.625,0.4,1.0,0.6761,Recrutement,same
0.65,0.5,1.0,1.0,0.5,0.0,1.0,0.6561,Recrutement,same
0.65,0.5,1.0,1.0,0.5,0.0,1.0,0.6462,Recrutement,same
0.65,0.5,1.0,1.0,0.5,0.0,1.0,0.618,Recrutement,same
0.65,0.5,1.0,0.8,0.5,0.2,1.0,0.6319,Recrutement,same
0.65,0.5,1.0,0.8,0.5,0.2,1.0,0.6295,Recrutement,same
0.65,0.5,1.0,0.8,0.5,0.2,1.0,0.6046,Recrutement,same
0.65,0.5,1.0,0.6,0.5,0.4,1.0,0.6004,Recrutement,same
0.65,0.5,1.0,0.6,0.5,0.4,1.0,0.6353,Recrutement,same
0.65,0.5,1.0,0.6,0.5,0.4,1.0,0.6284,Recrutement,same
0.525,0.25,1.0,1.0,0.25,0.0,1.0,0.5336,Recrutement,same
0.525,0.25,1.0,1.0,0.25,0.0,1.0,0.511,Recrutement,same
0.525,0.25,1.0,1.0,0.25,0.0,1.0,0.5188,Recrutement,same
0.525,0.25,1.0,0.8,0.25,0.2,1.0,0.5342,Recrutement,same
0.525,0.25,1.0,0.8,0.25,0.2,1.0,0.4975,Recrutement,same
0.525,0.25,1.0,0.8,0.25,0.2,1.0,0.5072,Recrutement,same
0.525,0.25,1.0,0.6,0.25,0.4,1.0,0.5159,Recrutement,same
0.525,0.25,1.0,0.6,0.25,0.4,1.0,0.5044,Recrutement,same
0.525,0.25,1.0,0.6,0.25,0.4,1.0,0.5157,Recrutement,same
0.4625,0.125,1.0,1.0,0.125,0.0,0.65,0.2666,Recrutement,adjacent
0.4625,0.125,1.0,0.8,0.125,0.2,0.65,0.2795,Recrutement,adjacent
0.4625,0.125,1.0,1.0,0.125,0.0,0.65,0.282,Recrutement,adjacent
0.4625,0.125,1.0,0.8,0.125,0.2,0.65,0.3229,Recrutement,adjacent
0.4625,0.125,1.0,1.0,0.125,0.0,0.65,0.2839,Recrutement,adjacent
0.4625,0.125,1.0,0.8,0.125,0.2,0.65,0.2667,Recrutement,adjacent
0.4,0.0,1.0,0.6,0.0,0.4,0.0,0.0446,Recrutement,different
0.4,0.0,1.0,0.6,0.0,0.4,0.0,0.0711,Recrutement,different
0.4,0.0,1.0,0.8,0.0,0.2,0.0,0.052,Recrutement,different
0.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0518,Recrutement,different
0.8286,0.8571,1.0,1.0,0.8571,0.0,1.0,0.7892,Ressources Humaines Généraliste,same
0.8286,0.8571,1.0,1.0,0.8571,0.0,1.0,0.785,Ressources Humaines Généraliste,same
0.8286,0.8571,1.0,1.0,0.8571,0.0,1.0,0.7711,Ressources Humaines Généraliste,same
0.8286,0.8571,1.0,0.8,0.8571,0.2,1.0,0.7853,Ressources Humaines Généraliste,same
0.8286,0.8571,1.0,0.8,0.8571,0.2,1.0,0.7721,Ressources Humaines Généraliste,same
0.8286,0.8571,1.0,0.8,0.8571,0.2,1.0,0.7882,Ressources Humaines Généraliste,same
0.8286,0.8571,1.0,0.6,0.8571,0.4,1.0,0.7715,Ressources Humaines Généraliste,same
0.8286,0.8571,1.0,0.6,0.8571,0.4,1.0,0.7967,Ressources Humaines Généraliste,same
0.8286,0.8571,1.0,0.6,0.8571,0.4,1.0,0.7947,Ressources Humaines Généraliste,same
0.7571,0.7143,1.0,1.0,0.7143,0.0,1.0,0.7248,Ressources Humaines Généraliste,same
0.7571,0.7143,1.0,1.0,0.7143,0.0,1.0,0.7202,Ressources Humaines Généraliste,same
0.7571,0.7143,1.0,1.0,0.7143,0.0,1.0,0.7264,Ressources Humaines Généraliste,same
0.7571,0.7143,1.0,0.8,0.7143,0.2,1.0,0.6978,Ressources Humaines Généraliste,same
0.7571,0.7143,1.0,0.8,0.7143,0.2,1.0,0.7083,Ressources Humaines Généraliste,same
0.7571,0.7143,1.0,0.8,0.7143,0.2,1.0,0.7196,Ressources Humaines Généraliste,same
0.7571,0.7143,1.0,0.6,0.7143,0.4,1.0,0.7256,Ressources Humaines Généraliste,same
0.7571,0.7143,1.0,0.6,0.7143,0.4,1.0,0.7205,Ressources Humaines Généraliste,same
0.7571,0.7143,1.0,0.6,0.7143,0.4,1.0,0.7094,Ressources Humaines Généraliste,same
0.6857,0.5714,1.0,1.0,0.5714,0.0,1.0,0.6587,Ressources Humaines Généraliste,same
0.6857,0.5714,1.0,1.0,0.5714,0.0,1.0,0.6517,Ressources Humaines Généraliste,same
0.6857,0.5714,1.0,1.0,0.5714,0.0,1.0,0.6443,Ressources Humaines Généraliste,same
0.6857,0.5714,1.0,0.8,0.5714,0.2,1.0,0.6611,Ressources Humaines Généraliste,same
0.6857,0.5714,1.0,0.8,0.5714,0.2,1.0,0.6546,Ressources Humaines Généraliste,same
0.6857,0.5714,1.0,0.8,0.5714,0.2,1.0,0.6715,Ressources Humaines Généraliste,same
0.6857,0.5714,1.0,0.6,0.5714,0.4,1.0,0.6651,Ressources Humaines Généraliste,same
0.6857,0.5714,1.0,0.6,0.5714,0.4,1.0,0.666,Ressources Humaines Généraliste,same
0.6857,0.5714,1.0,0.6,0.5714,0.4,1.0,0.661,Ressources Humaines Généraliste,same
0.6143,0.4286,1.0,1.0,0.4286,0.0,1.0,0.5827,Ressources Humaines Généraliste,same
0.6143,0.4286,1.0,1.0,0.4286,0.0,1.0,0.5816,Ressources Humaines Généraliste,same
0.6143,0.4286,1.0,1.0,0.4286,0.0,1.0,0.5752,Ressources Humaines Généraliste,same
0.6143,0.4286,1.0,0.8,0.4286,0.2,1.0,0.6274,Ressources Humaines Généraliste,same
0.6143,0.4286,1.0,0.8,0.4286,0.2,1.0,0.5799,Ressources Humaines Généraliste,same
0.6143,0.4286,1.0,0.8,0.4286,0.2,1.0,0.5903,Ressources Humaines Généraliste,same
0.6143,0.4286,1.0,0.6,0.4286,0.4,1.0,0.5885,Ressources Humaines Généraliste,same
0.6143,0.4286,1.0,0.6,0.4286,0.4,1.0,0.5895,Ressources Humaines Généraliste,same
0.6143,0.4286,1.0,0.6,0.4286,0.4,1.0,0.5858,Ressources Humaines Généraliste,same
0.5429,0.2857,1.0,1.0,0.2857,0.0,1.0,0.5062,Ressources Humaines Généraliste,same
0.5429,0.2857,1.0,1.0,0.2857,0.0,1.0,0.5166,Ressources Humaines Généraliste,same
0.5429,0.2857,1.0,1.0,0.2857,0.0,1.0,0.5119,Ressources Humaines Généraliste,same
0.5429,0.2857,1.0,0.8,0.2857,0.2,1.0,0.5271,Ressources Humaines Généraliste,same
0.5429,0.2857,1.0,0.8,0.2857,0.2,1.0,0.5204,Ressources Humaines Généraliste,same
0.5429,0.2857,1.0,0.8,0.2857,0.2,1.0,0.5203,Ressources Humaines Généraliste,same
0.5429,0.2857,1.0,0.6,0.2857,0.4,1.0,0.5312,Ressources Humaines Généraliste,same
0.5429,0.2857,1.0,0.6,0.2857,0.4,1.0,0.5216,Ressources Humaines Généraliste,same
0.5429,0.2857,1.0,0.6,0.2857,0.4,1.0,0.5398,Ressources Humaines Généraliste,same
0.4715,0.1429,1.0,1.0,0.1429,0.0,0.65,0.2882,Ressources Humaines Généraliste,adjacent
0.4715,0.1429,1.0,0.8,0.1429,0.2,0.65,0.2956,Ressources Humaines Généraliste,adjacent
0.4715,0.1429,1.0,1.0,0.1429,0.0,0.65,0.277,Ressources Humaines Généraliste,adjacent
0.4715,0.1429,1.0,0.8,0.1429,0.2,0.65,0.3007,Ressources Humaines Généraliste,adjacent
0.4715,0.1429,1.0,1.0,0.1429,0.0,0.65,0.288,Ressources Humaines Généraliste,adjacent
0.4715,0.1429,1.0,0.8,0.1429,0.2,0.65,0.2978,Ressources Humaines Généraliste,adjacent
0.4,0.0,1.0,1.0,0.0,-0.2,0.0,0.0543,Ressources Humaines Généraliste,different
0.4,0.0,1.0,1.0,0.0,-0.2,0.0,0.0527,Ressources Humaines Généraliste,different
0.4,0.0,1.0,1.0,0.0,0.0,0.0,0.04,Ressources Humaines Généraliste,different
0.4,0.0,1.0,1.0,0.0,-0.4,0.0,0.0445,Ressources Humaines Généraliste,different
0.8375,0.875,1.0,1.0,0.875,0.0,1.0,0.7908,Marketing Digital,same
0.8375,0.875,1.0,1.0,0.875,0.0,1.0,0.7991,Marketing Digital,same
0.8375,0.875,1.0,1.0,0.875,0.0,1.0,0.783,Marketing Digital,same
0.8375,0.875,1.0,0.8,0.875,0.2,1.0,0.8079,Marketing Digital,same
0.8375,0.875,1.0,0.8,0.875,0.2,1.0,0.7938,Marketing Digital,same
0.8375,0.875,1.0,0.8,0.875,0.2,1.0,0.7696,Marketing Digital,same
0.8375,0.875,1.0,0.6,0.875,0.4,1.0,0.788,Marketing Digital,same
0.8375,0.875,1.0,0.6,0.875,0.4,1.0,0.7627,Marketing Digital,same
0.8375,0.875,1.0,0.6,0.875,0.4,1.0,0.7847,Marketing Digital,same
0.775,0.75,1.0,1.0,0.75,0.0,1.0,0.7309,Marketing Digital,same
0.775,0.75,1.0,1.0,0.75,0.0,1.0,0.7302,Marketing Digital,same
0.775,0.75,1.0,1.0,0.75,0.0,1.0,0.7336,Marketing Digital,same
