offre,candidat,sem_sim,skill_rate_w,exp_score,form_score,sem_v2,edu_dom_compat,exp_dom_ratio,title_skill_match,crit_skill_ratio,offer_type_enc,label
Juriste Droit Social Senior,Responsable RH 7ans,0.4942,0.5,0.9333,1.0,0.4942,1.0,0.3,1.0,1.0,1.0,0.4297
Juriste Droit Social Senior,Gestionnaire Paie 2ans,0.5179,0.25,0.2667,0.6,0.5179,1.0,0.3,1.0,1.0,1.0,0.2388
Juriste Droit Social Senior,Recruteur Junior,0.346,0.0,0.1333,0.6,0.346,1.0,0.3,0.0,0.0,1.0,0.1044
Responsable Logistique,Dev Python 5ans,0.4031,0.0,1.0,1.0,0.4031,0.75,0.3,0.0,0.0,0.5,0.2314
Responsable Logistique,Dev Python 2ans,0.3472,0.0,0.5333,1.0,0.3472,0.75,0.3,0.0,0.0,0.5,0.1746
Responsable Logistique,Stage Python,0.3551,0.0,0.0,0.8,0.3551,0.75,0.3,0.0,0.0,0.5,0.1057
Responsable Logistique,Dev React 3ans,0.2954,0.0,0.9,0.6,0.2954,0.75,0.3,0.0,0.0,0.5,0.1779
Responsable Logistique,Dev React Débutant,0.304,0.0,0.2667,0.6,0.304,0.75,0.3,0.0,0.0,0.5,0.1126
Responsable Logistique,DevOps 4ans,0.3742,0.0,0.9667,1.0,0.3742,0.75,0.3,0.0,0.0,0.5,0.2239
Responsable Logistique,Data Scientist 3ans,0.4222,0.0,0.9,1.0,0.4222,0.75,0.3,0.0,0.0,0.5,0.2236
Responsable Logistique,Dev Java 4ans,0.3433,0.0,0.9667,1.0,0.3433,0.75,0.3,0.0,0.0,0.5,0.2196
Responsable Logistique,Dev Java Junior,0.3105,0.0,0.2667,0.6,0.3105,0.75,0.3,0.0,0.0,0.5,0.1135
Responsable Logistique,Comptable 5ans,0.4194,0.1667,1.0,1.0,0.4194,0.75,0.3,0.0,0.0,0.5,0.2979
Responsable Logistique,Contrôleur Gestion 3ans,0.4,0.1667,0.9,1.0,0.4,0.75,0.3,0.0,0.0,0.5,0.2847
Responsable Logistique,Auditeur 2ans,0.3236,0.0,0.5333,0.6,0.3236,0.75,0.3,0.0,0.0,0.5,0.1433
Responsable Logistique,Analyste Financier 3ans,0.4392,0.1667,0.9,1.0,0.4392,0.75,0.3,0.0,0.0,0.5,0.2902
Acheteur Senior,Dev Python 5ans,0.445,0.0,0.6667,1.0,0.445,0.75,0.3,0.0,1.0,1.0,0.2023
Acheteur Senior,Dev Python 2ans,0.4202,0.0,0.2667,1.0,0.4202,0.75,0.3,0.0,1.0,1.0,0.1568
Acheteur Senior,Stage Python,0.3836,0.0,0.0,0.8,0.3836,0.75,0.3,0.0,1.0,1.0,0.1097
Acheteur Senior,Dev React 3ans,0.3736,0.0,0.4,0.6,0.3736,0.75,0.3,0.0,1.0,1.0,0.1363
Acheteur Senior,Dev React Débutant,0.3864,0.0,0.1333,0.6,0.3864,0.75,0.3,0.0,1.0,1.0,0.1101
Acheteur Senior,DevOps 4ans,0.4041,0.0,0.5333,1.0,0.4041,0.75,0.3,0.0,1.0,1.0,0.1826
Acheteur Senior,Data Scientist 3ans,0.5043,0.0,0.4,1.0,0.5043,0.75,0.3,0.0,1.0,1.0,0.1826
Acheteur Senior,Dev Java 4ans,0.4113,0.0,0.5333,1.0,0.4113,0.75,0.3,0.0,1.0,1.0,0.1836
Acheteur Senior,Dev Java Junior,0.3591,0.0,0.1333,0.6,0.3591,0.75,0.3,0.0,1.0,1.0,0.1063
Acheteur Senior,Comptable 5ans,0.4635,0.2,0.6667,1.0,0.4635,0.75,0.3,0.0,1.0,1.0,0.2819
Acheteur Senior,Contrôleur Gestion 3ans,0.4515,0.2,0.4,1.0,0.4515,0.75,0.3,0.0,1.0,1.0,0.2522
Acheteur Senior,Auditeur 2ans,0.3899,0.0,0.2667,0.6,0.3899,0.75,0.3,0.0,1.0,1.0,0.1246
Acheteur Senior,Analyste Financier 3ans,0.5081,0.2,0.4,1.0,0.5081,0.75,0.3,0.0,1.0,1.0,0.2601
Chef de Projet Marketing Digital,Chargée RH 3ans,0.4168,0.0,0.9,0.6,0.4168,0.75,0.3,0.0,0.0,0.5,0.1949
Chef de Projet Marketing Digital,Responsable RH 7ans,0.4001,0.0,1.0,1.0,0.4001,0.75,0.3,0.0,0.0,0.5,0.231
Chef de Projet Marketing Digital,Gestionnaire Paie 2ans,0.332,0.0,0.5333,0.6,0.332,0.75,0.3,0.0,0.0,0.5,0.1445
Chef de Projet Marketing Digital,Recruteur Junior,0.3792,0.0,0.2667,0.6,0.3792,0.75,0.3,0.0,0.0,0.5,0.1231
Community Manager Junior,Chargée RH 3ans,0.3734,0.0,1.0,1.0,0.3734,0.45,0.3,0.0,0.0,0.0,0.2273
Community Manager Junior,Responsable RH 7ans,0.3988,0.0,1.0,1.0,0.3988,0.45,0.3,0.0,0.0,0.0,0.2308
Community Manager Junior,Gestionnaire Paie 2ans,0.3725,0.0,1.0,1.0,0.3725,0.45,0.3,0.0,0.0,0.0,0.2272
Community Manager Junior,Recruteur Junior,0.3787,0.0,0.9,1.0,0.3787,0.45,0.3,0.0,0.0,0.0,0.2175
Développeur Python FastAPI,Juriste Affaires 4ans,0.3073,0.0,0.9667,1.0,0.3073,0.45,0.3,0.0,0.0,0.5,0.046
Développeur Python FastAPI,Contrôleur Gestion 3ans,0.3298,0.0,0.9,1.0,0.3298,0.45,0.3,0.0,0.0,0.5,0.0451
Développeur Python FastAPI,Comptable 5ans,0.3595,0.0,1.0,1.0,0.3595,0.45,0.3,0.0,0.0,0.5,0.0483
Développeur Python FastAPI,Juriste Social 6ans,0.3012,0.0,1.0,1.0,0.3012,1.0,0.3,0.0,0.0,0.5,0.0465
Développeur Python FastAPI,Chargée RH 3ans,0.3282,0.0,0.9,0.6,0.3282,0.45,0.3,0.0,0.0,0.5,0.04
Développeur Python Senior,Analyste Financier 3ans,0.4083,0.0,0.48,1.0,0.4083,0.45,0.3,0.0,0.0,1.0,0.04
Développeur Python Senior,Conducteur Travaux 7ans,0.3698,0.0,0.98,0.6,0.3698,0.45,0.3,0.0,0.0,1.0,0.0421
Développeur Python Senior,Auditeur 2ans,0.3582,0.0,0.32,0.6,0.3582,0.45,0.3,0.0,0.0,1.0,0.04
Développeur Python Senior,Juriste Social 6ans,0.3859,0.0,0.94,1.0,0.3859,1.0,0.3,0.0,0.0,1.0,0.0477
Développeur Python Senior,Contrôleur Gestion 3ans,0.3674,0.0,0.48,1.0,0.3674,0.45,0.3,0.0,0.0,1.0,0.04
Stage Développeur Python,Juriste Affaires 4ans,0.3767,0.0,0.8,1.0,0.3767,0.45,0.3,0.0,0.0,0.0,0.0443
Stage Développeur Python,Juriste Social 6ans,0.3739,0.0,0.8,1.0,0.3739,1.0,0.3,0.0,0.0,0.0,0.0442
Stage Développeur Python,Infirmier IDE 4ans,0.3723,0.0,0.8,0.8,0.3723,0.45,0.3,0.0,0.0,0.0,0.0412
Stage Développeur Python,Contrôleur Gestion 3ans,0.3276,0.0,0.8,1.0,0.3276,0.45,0.3,0.0,0.0,0.0,0.0428
Stage Développeur Python,Infirmier Urgences 2ans,0.3323,0.0,0.8,0.8,0.3323,0.45,0.3,0.0,0.0,0.0,0.04
Développeur React Frontend,Gestionnaire Paie 2ans,0.3388,0.0,0.9,1.0,0.3388,0.8,0.3,0.0,0.0,0.5,0.0454
Développeur React Frontend,Comptable 5ans,0.3197,0.0,1.0,1.0,0.3197,0.8,0.3,0.0,0.0,0.5,0.0471
Développeur React Frontend,Ingénieur GC 4ans,0.3742,0.0,1.0,1.0,0.3742,0.8,0.3,0.0,0.0,0.5,0.0487
Développeur React Frontend,Contrôleur Gestion 3ans,0.3313,0.0,1.0,1.0,0.3313,0.8,0.3,0.0,0.0,0.5,0.0474
Développeur React Frontend,Analyste Financier 3ans,0.3386,0.0,1.0,1.0,0.3386,0.8,0.3,0.0,0.0,0.5,0.0477
Ingénieur DevOps Cloud,Analyste Financier 3ans,0.4204,0.0,0.9,1.0,0.4204,0.45,0.3,0.0,0.0,0.5,0.0479
Ingénieur DevOps Cloud,Infirmier IDE 4ans,0.4705,0.0,0.9667,0.6,0.4705,0.45,0.3,0.0,0.0,0.5,0.0449
Ingénieur DevOps Cloud,Infirmier Urgences 2ans,0.4533,0.0,0.5333,0.6,0.4533,0.45,0.3,0.0,0.0,0.5,0.04
Ingénieur DevOps Cloud,Comptable 5ans,0.4003,0.0,1.0,1.0,0.4003,0.45,0.3,0.0,0.0,0.5,0.0495
Ingénieur DevOps Cloud,Ingénieur GC 4ans,0.4919,0.0,0.9667,1.0,0.4919,0.45,0.3,0.0,0.0,0.5,0.0515
Data Scientist ML,Analyste Financier 3ans,0.514,0.0,0.9,1.0,0.514,0.45,0.3,0.0,1.0,0.5,0.0507
Data Scientist ML,Juriste Social 6ans,0.3664,0.0,1.0,1.0,0.3664,1.0,0.3,0.0,1.0,0.5,0.0485
Data Scientist ML,Juriste Affaires 4ans,0.3819,0.0,0.9667,1.0,0.3819,0.45,0.3,0.0,1.0,0.5,0.0482
Data Scientist ML,Ingénieur GC 4ans,0.3539,0.0,0.9667,1.0,0.3539,0.45,0.3,0.0,1.0,0.5,0.0474
Data Scientist ML,Infirmier IDE 4ans,0.33,0.0,0.9667,0.6,0.33,0.45,0.3,0.0,1.0,0.5,0.0406
Architecte Cloud AWS Senior,Gestionnaire Paie 2ans,0.3595,0.0,0.2,0.6,0.3595,0.45,0.3,0.0,0.0,1.0,0.04
Architecte Cloud AWS Senior,Analyste Financier 3ans,0.4203,0.0,0.3,1.0,0.4203,0.45,0.3,0.0,0.0,1.0,0.04
Architecte Cloud AWS Senior,Recruteur Junior,0.3876,0.0,0.1,0.6,0.3876,0.45,0.3,0.0,0.0,1.0,0.04
Architecte Cloud AWS Senior,Infirmier Urgences 2ans,0.3859,0.0,0.2,0.6,0.3859,0.45,0.3,0.0,0.0,1.0,0.04
Architecte Cloud AWS Senior,Chargée RH 3ans,0.3883,0.0,0.3,0.6,0.3883,0.45,0.3,0.0,0.0,1.0,0.04
Développeur Java Backend,Juriste Junior,0.349,0.0,0.2667,1.0,0.349,0.45,0.3,0.0,0.0,0.5,0.04
Développeur Java Backend,Ingénieur GC 4ans,0.346,0.0,0.9667,1.0,0.346,0.45,0.3,0.0,0.0,0.5,0.0471
Développeur Java Backend,Comptable 5ans,0.3434,0.0,1.0,1.0,0.3434,0.45,0.3,0.0,0.0,0.5,0.0478
Développeur Java Backend,Auditeur 2ans,0.3422,0.0,0.5333,0.6,0.3422,0.45,0.3,0.0,0.0,0.5,0.04
Développeur Java Backend,Gestionnaire Paie 2ans,0.3253,0.0,0.5333,0.6,0.3253,0.45,0.3,0.0,0.0,0.5,0.04
Contrôleur de Gestion,DevOps 4ans,0.3483,0.0,0.9667,1.0,0.3483,0.45,0.3,0.0,0.0,0.5,0.0472
Contrôleur de Gestion,Dev React Débutant,0.3664,0.0,0.2667,0.6,0.3664,0.45,0.3,0.0,0.0,0.5,0.04
Contrôleur de Gestion,Stage Python,0.2941,0.0,0.0,0.8,0.2941,0.45,0.3,0.0,0.0,0.5,0.04
Contrôleur de Gestion,Dev React 3ans,0.3821,0.0,0.9,0.6,0.3821,0.45,0.3,0.0,0.0,0.5,0.0407
Contrôleur de Gestion,Community Manager 1an,0.3297,0.0,0.2667,0.6,0.3297,0.75,0.3,0.0,0.0,0.5,0.04
Comptable Senior,Dev Python 2ans,0.4295,0.0,0.32,1.0,0.4295,0.45,0.3,0.0,1.0,1.0,0.04
Comptable Senior,Community Manager 1an,0.38,0.0,0.16,0.6,0.38,0.75,0.3,0.0,1.0,1.0,0.04
Comptable Senior,Data Scientist 3ans,0.4833,0.0,0.48,1.0,0.4833,0.45,0.3,0.0,1.0,1.0,0.0403
Comptable Senior,Chef Projet Mktg 3ans,0.4399,0.0,0.48,1.0,0.4399,0.75,0.3,0.0,1.0,1.0,0.04
Comptable Senior,DevOps 4ans,0.391,0.0,0.64,1.0,0.391,0.45,0.3,0.0,1.0,1.0,0.0411
Auditeur Interne Junior,Chef Projet Mktg 3ans,0.3751,0.0,1.0,1.0,0.3751,0.75,0.3,0.0,0.0,0.0,0.0488
Auditeur Interne Junior,DevOps 4ans,0.3761,0.0,1.0,1.0,0.3761,0.45,0.3,0.0,0.0,0.0,0.0488
Auditeur Interne Junior,Infirmier IDE 4ans,0.416,0.0,1.0,1.0,0.416,0.45,0.3,0.0,0.0,0.0,0.05
Auditeur Interne Junior,Dev React Débutant,0.3709,0.0,0.9,1.0,0.3709,0.45,0.3,0.0,0.0,0.0,0.0464
Auditeur Interne Junior,Dev Python 5ans,0.4346,0.0,1.0,1.0,0.4346,0.45,0.3,0.0,0.0,0.0,0.0505
Analyste Financier,Ingénieur GC 4ans,0.377,0.0,0.9667,1.0,0.377,0.45,0.3,0.0,0.0,0.5,0.0481
Analyste Financier,Dev Java 4ans,0.4032,0.0,0.9667,1.0,0.4032,0.45,0.3,0.0,0.0,0.5,0.0488
Analyste Financier,Dev Java Junior,0.3482,0.0,0.2667,0.6,0.3482,0.45,0.3,0.0,0.0,0.5,0.04
Analyste Financier,Dev Python 2ans,0.4488,0.0,0.5333,1.0,0.4488,0.45,0.3,0.0,0.0,0.5,0.0405
Analyste Financier,Data Scientist 3ans,0.5556,0.0,0.9,1.0,0.5556,0.45,0.3,0.0,0.0,0.5,0.0519
Chargé RH Recrutement,Dev Python 2ans,0.4194,0.0,0.9,1.0,0.4194,0.45,0.3,0.0,0.0,0.0,0.0478
Chargé RH Recrutement,Dev Java Junior,0.2944,0.0,0.4,1.0,0.2944,0.45,0.3,0.0,0.0,0.0,0.04
Chargé RH Recrutement,Dev React Débutant,0.4584,0.0,0.4,1.0,0.4584,0.45,0.3,0.0,0.0,0.0,0.04
Chargé RH Recrutement,Infirmier Urgences 2ans,0.4358,0.0,0.9,1.0,0.4358,0.45,0.3,0.0,0.0,0.0,0.0483
Chargé RH Recrutement,Infirmier IDE 4ans,0.4171,0.0,1.0,1.0,0.4171,0.45,0.3,0.0,0.0,0.0,0.05
Responsable RH Senior,Acheteur 6ans,0.4866,0.0,0.6857,1.0,0.4866,0.75,0.3,0.0,1.0,1.0,0.045
Responsable RH Senior,Resp Logistique 4ans,0.4759,0.0,0.4571,1.0,0.4759,0.75,0.3,0.0,1.0,1.0,0.04
Responsable RH Senior,DevOps 4ans,0.396,0.0,0.4571,1.0,0.396,1.0,0.3,0.0,1.0,1.0,0.04
Responsable RH Senior,Infirmier IDE 4ans,0.4088,0.0,0.4571,0.6,0.4088,0.45,0.3,0.0,1.0,1.0,0.04
Responsable RH Senior,Dev React 3ans,0.3892,0.0,0.3429,0.6,0.3892,1.0,0.3,0.0,1.0,1.0,0.04
Gestionnaire Paie,Ingénieur GC 4ans,0.4132,0.0,1.0,1.0,0.4132,0.45,0.3,0.0,0.0,0.0,0.0499
Gestionnaire Paie,Dev Python 2ans,0.3714,0.0,0.9,1.0,0.3714,1.0,0.3,0.0,0.0,0.0,0.0464
Gestionnaire Paie,Dev Python 5ans,0.3915,0.0,1.0,1.0,0.3915,1.0,0.3,0.0,0.0,0.0,0.0492
Gestionnaire Paie,Infirmier Urgences 2ans,0.378,0.0,0.9,1.0,0.378,0.45,0.3,0.0,0.0,0.0,0.0466
Gestionnaire Paie,Dev React 3ans,0.3522,0.0,1.0,1.0,0.3522,1.0,0.3,0.0,0.0,0.0,0.0481
Infirmier IDE Soins Intensifs,Comptable 5ans,0.3823,0.0,1.0,1.0,0.3823,0.45,0.3,0.0,0.0,0.5,0.049
Infirmier IDE Soins Intensifs,Stage Python,0.3529,0.0,0.0,1.0,0.3529,0.45,0.3,0.0,0.0,0.5,0.04
Infirmier IDE Soins Intensifs,Dev Java 4ans,0.3301,0.0,1.0,1.0,0.3301,0.45,0.3,0.0,0.0,0.5,0.0474
Infirmier IDE Soins Intensifs,Juriste Affaires 4ans,0.3368,0.0,1.0,1.0,0.3368,0.45,0.3,0.0,0.0,0.5,0.0476
Infirmier IDE Soins Intensifs,Dev Python 2ans,0.3838,0.0,0.9,1.0,0.3838,0.45,0.3,0.0,0.0,0.5,0.0468
Infirmier Urgences Senior,Analyste Financier 3ans,0.4012,0.0,0.48,1.0,0.4012,0.45,0.3,0.0,0.0,1.0,0.04
Infirmier Urgences Senior,Dev Java Junior,0.2811,0.0,0.16,1.0,0.2811,0.45,0.3,0.0,0.0,1.0,0.04
Infirmier Urgences Senior,Juriste Social 6ans,0.3661,0.0,0.94,1.0,0.3661,0.45,0.3,0.0,0.0,1.0,0.0471
Infirmier Urgences Senior,Contrôleur Gestion 3ans,0.3794,0.0,0.48,1.0,0.3794,0.45,0.3,0.0,0.0,1.0,0.04
Infirmier Urgences Senior,Juriste Affaires 4ans,0.3436,0.0,0.64,1.0,0.3436,0.45,0.3,0.0,0.0,1.0,0.04
Juriste Droit des Affaires,DevOps 4ans,0.3717,0.0,0.9667,1.0,0.3717,0.45,0.3,0.0,0.0,0.5,0.0479
Juriste Droit des Affaires,Stage Python,0.3309,0.0,0.0,0.8,0.3309,0.45,0.3,0.0,0.0,0.5,0.04
Juriste Droit des Affaires,Acheteur 6ans,0.4057,0.0,1.0,1.0,0.4057,0.45,0.3,0.0,0.0,0.5,0.0497
Juriste Droit des Affaires,Conducteur Travaux 7ans,0.309,0.0,1.0,0.6,0.309,0.45,0.3,0.0,0.0,0.5,0.0408
Juriste Droit des Affaires,Dev React 3ans,0.3855,0.0,0.9,0.6,0.3855,0.45,0.3,0.0,0.0,0.5,0.0408
Juriste Droit Social Senior,Infirmier Urgences 2ans,0.3579,0.0,0.2667,0.6,0.3579,0.45,0.3,0.0,0.0,1.0,0.04
Juriste Droit Social Senior,Dev React Débutant,0.4029,0.0,0.1333,0.6,0.4029,0.45,0.3,0.0,0.0,1.0,0.04
Juriste Droit Social Senior,Ingénieur GC 4ans,0.3956,0.0,0.5333,1.0,0.3956,0.45,0.3,0.0,0.0,1.0,0.04
Juriste Droit Social Senior,Acheteur 6ans,0.38,0.0,0.9,1.0,0.38,0.45,0.3,0.0,0.0,1.0,0.0467
Juriste Droit Social Senior,Conducteur Travaux 7ans,0.3421,0.0,0.9333,0.6,0.3421,0.45,0.3,0.0,0.0,1.0,0.0403
Ingénieur Génie Civil,Contrôleur Gestion 3ans,0.4127,0.0,0.9,1.0,0.4127,0.45,0.3,0.0,0.0,0.5,0.0476
Ingénieur Génie Civil,Infirmier Urgences 2ans,0.4509,0.0,0.5333,0.6,0.4509,0.45,0.3,0.0,0.0,0.5,0.04
Ingénieur Génie Civil,Auditeur 2ans,0.3993,0.0,0.5333,0.6,0.3993,0.45,0.3,0.0,0.0,0.5,0.04
Ingénieur Génie Civil,Infirmier IDE 4ans,0.448,0.0,0.9667,0.6,0.448,0.45,0.3,0.0,0.0,0.5,0.0442
Ingénieur Génie Civil,Analyste Financier 3ans,0.4275,0.0,0.9,1.0,0.4275,0.45,0.3,0.0,0.0,0.5,0.0481
Conducteur de Travaux Senior,Auditeur 2ans,0.4162,0.0,0.2286,1.0,0.4162,0.8,0.3,0.0,0.0,1.0,0.04
Conducteur de Travaux Senior,Recruteur Junior,0.425,0.0,0.1143,1.0,0.425,0.8,0.3,0.0,0.0,1.0,0.04
Conducteur de Travaux Senior,Gestionnaire Paie 2ans,0.4901,0.0,0.2286,1.0,0.4901,0.8,0.3,0.0,0.0,1.0,0.04
Conducteur de Travaux Senior,Chargée RH 3ans,0.4656,0.0,0.3429,1.0,0.4656,0.8,0.3,0.0,0.0,1.0,0.04
Conducteur de Travaux Senior,Analyste Financier 3ans,0.4786,0.0,0.3429,1.0,0.4786,0.8,0.3,0.0,0.0,1.0,0.04
Responsable Logistique,Chef Projet Mktg 3ans,0.391,0.0,0.9,1.0,0.391,0.45,0.3,0.0,0.0,0.5,0.047
Responsable Logistique,Juriste Affaires 4ans,0.3801,0.0,0.9667,1.0,0.3801,0.45,0.3,0.0,0.0,0.5,0.0482
Responsable Logistique,Infirmier IDE 4ans,0.3313,0.0,0.9667,0.6,0.3313,0.45,0.3,0.0,0.0,0.5,0.0407
Responsable Logistique,Infirmier Urgences 2ans,0.3391,0.0,0.5333,0.6,0.3391,0.45,0.3,0.0,0.0,0.5,0.04
Responsable Logistique,Juriste Junior,0.2836,0.0,0.2667,1.0,0.2836,0.45,0.3,0.0,0.0,0.5,0.04
Acheteur Senior,Community Manager 1an,0.3628,0.0,0.1333,0.6,0.3628,0.45,0.3,0.0,1.0,1.0,0.04
Acheteur Senior,Juriste Affaires 4ans,0.4172,0.0,0.5333,1.0,0.4172,0.45,0.3,0.0,1.0,1.0,0.04
Acheteur Senior,Juriste Social 6ans,0.4102,0.0,0.9,1.0,0.4102,0.75,0.3,0.0,1.0,1.0,0.0476
Acheteur Senior,Chef Projet Mktg 3ans,0.4597,0.0,0.4,1.0,0.4597,0.45,0.3,0.0,1.0,1.0,0.04
Acheteur Senior,Infirmier IDE 4ans,0.3584,0.0,0.5333,0.6,0.3584,0.45,0.3,0.0,1.0,1.0,0.04
Chef de Projet Marketing Digital,Infirmier Urgences 2ans,0.2898,0.0,0.5333,0.6,0.2898,0.45,0.3,0.0,0.0,0.5,0.04
Chef de Projet Marketing Digital,Juriste Junior,0.3223,0.0,0.2667,1.0,0.3223,0.45,0.3,0.0,0.0,0.5,0.04
Chef de Projet Marketing Digital,Juriste Affaires 4ans,0.3845,0.0,0.9667,1.0,0.3845,0.45,0.3,0.0,0.0,0.5,0.0483
Chef de Projet Marketing Digital,Conducteur Travaux 7ans,0.3453,0.0,1.0,0.6,0.3453,0.45,0.3,0.0,0.0,0.5,0.0419
Chef de Projet Marketing Digital,Ingénieur GC 4ans,0.3534,0.0,0.9667,1.0,0.3534,0.45,0.3,0.0,0.0,0.5,0.0474
Community Manager Junior,Juriste Social 6ans,0.4436,0.0,1.0,1.0,0.4436,1.0,0.3,0.0,0.0,0.0,0.0508
Community Manager Junior,Conducteur Travaux 7ans,0.3509,0.0,1.0,1.0,0.3509,0.45,0.3,0.0,0.0,0.0,0.048
Community Manager Junior,Ingénieur GC 4ans,0.365,0.0,1.0,1.0,0.365,0.45,0.3,0.0,0.0,0.0,0.0485
Community Manager Junior,Infirmier Urgences 2ans,0.3745,0.0,1.0,1.0,0.3745,0.45,0.3,0.0,0.0,0.0,0.0487
Community Manager Junior,Juriste Junior,0.3494,0.0,0.9,1.0,0.3494,0.45,0.3,0.0,0.0,0.0,0.0457
