offre,candidat,sem_bge,comp_bge,exp_bge,form_bge,sem_v2,skills_raw,edu_gap,label
Développeur .NET C# Backend,Full Stack Node React,0.508,0.5,0.333,0.0,0.508,0.375,0.0,0.6562
Développeur .NET C# Backend,Développeur PHP Laravel Senior,0.535,0.375,0.297,0.0,0.535,0.375,0.4,0.4149
Développeur .NET C# Backend,Junior PHP Symfony,0.502,0.125,0.156,0.0,0.502,0.125,0.4,0.0588
Développeur .NET C# Backend,Développeur .NET C# Senior,0.73,0.85,0.45,0.0,0.73,1.0,0.0,0.95
Développeur .NET C# Backend,Senior Frontend React,0.504,0.25,0.233,0.0,0.504,0.25,0.4,0.2192
Développeur .NET C# Backend,Mid Frontend React Redux,0.503,0.25,0.232,0.0,0.503,0.25,0.0,0.3025
Développeur .NET C# Backend,Junior Frontend JavaScript,0.503,0.125,0.192,0.0,0.503,0.125,0.6,0.0383
Développeur .NET C# Backend,Senior Angular TypeScript,0.503,0.338,0.273,0.0,0.503,0.25,0.0,0.3525
Développeur .NET C# Backend,Développeur Flutter Senior,0.542,0.25,0.232,0.0,0.542,0.25,0.4,0.2192
Développeur .NET C# Backend,Développeur Android Kotlin,0.513,0.25,0.222,0.0,0.513,0.25,0.0,0.3525
Développeur .NET C# Backend,Junior Mobile React Native,0.502,0.25,0.214,0.0,0.502,0.25,0.4,0.1472
Développeur .NET C# Backend,Senior Data Scientist,0.501,0.338,0.252,0.0,0.501,0.25,0.0,0.3525
Développeur .NET C# Backend,ML Engineer MLOps,0.502,0.25,0.227,0.0,0.502,0.25,0.0,0.3525
Développeur .NET C# Backend,Data Analyst Junior,0.5,0.25,0.206,0.0,0.5,0.25,0.4,0.1472
Développeur .NET C# Backend,Data Analyst Senior BI,0.5,0.25,0.217,0.0,0.5,0.25,0.0,0.3525
Développeur .NET C# Backend,Data Engineer Spark,0.502,0.375,0.277,0.0,0.502,0.375,0.0,0.6562
Développeur .NET C# Backend,Stage Data Science,0.502,0.25,0.178,0.0,0.502,0.25,0.2,0.1571
Développeur .NET C# Backend,Senior DevOps AWS,0.504,0.25,0.24,0.0,0.504,0.25,0.0,0.3525
Développeur .NET C# Backend,Ingénieur Cloud Azure,0.508,0.375,0.298,0.0,0.508,0.375,0.0,0.6562
Développeur .NET C# Backend,SRE Kubernetes Linux,0.503,0.25,0.214,0.0,0.503,0.25,0.0,0.3525
Développeur .NET C# Backend,Junior DevOps CI/CD,0.511,0.25,0.247,0.0,0.511,0.25,0.0,0.2525
Développeur .NET C# Backend,Analyste Sécurité Pentester,0.5,0.0,0.138,0.0,0.5,0.0,0.0,0.054
Développeur .NET C# Backend,Analyste SOC SIEM,0.5,0.0,0.144,0.0,0.5,0.0,0.0,0.044
Développeur .NET C# Backend,Ingénieur QA Automation,0.501,0.25,0.22,0.0,0.501,0.25,0.0,0.3525
Développeur .NET C# Backend,Designer UX/UI Figma,0.501,0.0,0.114,0.0,0.501,0.0,0.4,0.032
Développeur .NET C# Backend,Chef de Projet IT Scrum,0.501,0.0,0.136,0.0,0.501,0.0,0.0,0.054
Développeur .NET C# Backend,Marketing Digital Expert,0.5,0.088,0.154,0.0,0.5,0.0,0.4,0.032
Développeur .NET C# Backend,Commercial B2B Salesforce,0.5,0.0,0.134,0.0,0.5,0.0,0.4,0.032
Développeur .NET C# Backend,Junior Marketing Digital,0.501,0.088,0.139,0.0,0.501,0.0,0.4,0.02
Développeur .NET C# Backend,Comptable Confirmé SAP,0.5,0.0,0.13,0.0,0.5,0.0,0.0,0.054
Développeur .NET C# Backend,Contrôleur de Gestion,0.5,0.0,0.141,0.0,0.5,0.0,0.0,0.054
Développeur .NET C# Backend,Chargé RH Recrutement IT,0.501,0.0,0.14,0.0,0.501,0.0,0.4,0.032
Développeur .NET C# Backend,Médecin Généraliste,0.5,0.0,0.103,0.0,0.5,0.0,-0.6,0.054
Développeur .NET C# Backend,Enseignant Mathématiques,0.5,0.0,0.111,0.0,0.5,0.0,0.0,0.054
Développeur .NET C# Backend,Juriste Droit des Affaires,0.5,0.0,0.136,0.0,0.5,0.0,0.0,0.054
Développeur .NET C# Backend,Ingénieur Civil BTP,0.5,0.0,0.134,0.0,0.5,0.0,0.0,0.054
Développeur .NET C# Backend,Commercial Vente Retail,0.5,0.0,0.124,0.0,0.5,0.0,0.4,0.032
Développeur .NET C# Backend,Étudiant Première Année,0.502,0.0,0.112,0.0,0.502,0.0,0.8,0.02
Développeur Frontend React TypeScript,Senior Backend Python FastAPI,0.51,0.375,0.299,0.0,0.51,0.25,-0.4,0.3525
Développeur Frontend React TypeScript,Mid Backend Python Django,0.509,0.25,0.248,0.0,0.509,0.25,-0.4,0.3525
Développeur Frontend React TypeScript,Junior Python Flask,0.506,0.613,0.305,0.0,0.506,0.375,0.0,0.5312
Développeur Frontend React TypeScript,Python Data + Backend,0.509,0.212,0.229,0.0,0.509,0.125,-0.4,0.1556
Développeur Frontend React TypeScript,Senior Java Spring Boot,0.523,0.488,0.321,0.0,0.523,0.375,-0.4,0.6562
Développeur Frontend React TypeScript,Mid Java Spring,0.511,0.375,0.292,0.0,0.511,0.25,-0.4,0.3525
Développeur Frontend React TypeScript,Junior Java Angular Stage,0.512,0.375,0.263,0.0,0.512,0.25,-0.2,0.2025
Développeur Frontend React TypeScript,Senior Node.js Express,0.518,0.362,0.293,0.0,0.518,0.375,0.0,0.6562
Développeur Frontend React TypeScript,Full Stack Node React,0.542,0.862,0.35,0.0,0.542,0.5,-0.4,0.725
Développeur Frontend React TypeScript,Développeur PHP Laravel Senior,0.546,0.375,0.286,0.0,0.546,0.375,0.0,0.6562
Développeur Frontend React TypeScript,Junior PHP Symfony,0.514,0.613,0.294,0.0,0.514,0.5,0.0,0.6
Développeur Frontend React TypeScript,Développeur .NET C# Senior,0.56,0.25,0.246,0.0,0.56,0.25,-0.4,0.3525
Développeur Frontend React TypeScript,Senior Frontend React,0.726,0.85,0.418,0.0,0.726,1.0,0.0,0.95
Développeur Frontend React TypeScript,Mid Frontend React Redux,0.708,0.75,0.415,0.0,0.708,0.875,-0.4,0.9313
Développeur Frontend React TypeScript,Junior Frontend JavaScript,0.574,0.613,0.364,0.0,0.574,0.5,0.2,0.4693
Développeur Frontend React TypeScript,Senior Angular TypeScript,0.58,0.85,0.343,0.0,0.58,0.75,-0.4,0.8625
Développeur Frontend React TypeScript,Développeur Flutter Senior,0.524,0.25,0.239,0.0,0.524,0.25,0.0,0.3525
Développeur Frontend React TypeScript,Développeur Android Kotlin,0.535,0.25,0.232,0.0,0.535,0.25,-0.4,0.3525
Développeur Frontend React TypeScript,Junior Mobile React Native,0.531,0.5,0.348,0.0,0.531,0.5,0.0,0.6
Développeur Frontend React TypeScript,Senior Data Scientist,0.502,0.125,0.178,0.0,0.502,0.125,-0.4,0.1556
Développeur Frontend React TypeScript,ML Engineer MLOps,0.505,0.125,0.167,0.0,0.505,0.125,-0.4,0.1556
Développeur Frontend React TypeScript,Data Analyst Junior,0.501,0.125,0.172,0.0,0.501,0.125,0.0,0.1181
Développeur Frontend React TypeScript,Data Analyst Senior BI,0.501,0.125,0.17,0.0,0.501,0.125,-0.4,0.1556
Développeur Frontend React TypeScript,Data Engineer Spark,0.504,0.125,0.172,0.0,0.504,0.125,-0.4,0.1556
Développeur Frontend React TypeScript,Stage Data Science,0.503,0.125,0.157,0.0,0.503,0.125,-0.2,0.0806
Développeur Frontend React TypeScript,Senior DevOps AWS,0.509,0.125,0.183,0.0,0.509,0.125,-0.4,0.1556
Développeur Frontend React TypeScript,Ingénieur Cloud Azure,0.504,0.125,0.169,0.0,0.504,0.125,-0.4,0.1556
Développeur Frontend React TypeScript,SRE Kubernetes Linux,0.506,0.125,0.174,0.0,0.506,0.125,-0.4,0.1556
Développeur Frontend React TypeScript,Junior DevOps CI/CD,0.515,0.125,0.206,0.0,0.515,0.125,-0.4,0.1181
Développeur Frontend React TypeScript,Analyste Sécurité Pentester,0.5,0.0,0.128,0.0,0.5,0.0,-0.4,0.054
Développeur Frontend React TypeScript,Analyste SOC SIEM,0.5,0.0,0.138,0.0,0.5,0.0,-0.4,0.054
Développeur Frontend React TypeScript,Ingénieur QA Automation,0.508,0.375,0.262,0.0,0.508,0.25,-0.4,0.3525
Développeur Frontend React TypeScript,Designer UX/UI Figma,0.51,0.362,0.216,0.0,0.51,0.25,0.0,0.3525
Développeur Frontend React TypeScript,Chef de Projet IT Scrum,0.503,0.0,0.14,0.0,0.503,0.0,-0.4,0.054
Développeur Frontend React TypeScript,Marketing Digital Expert,0.503,0.088,0.159,0.0,0.503,0.0,0.0,0.054
Développeur Frontend React TypeScript,Commercial B2B Salesforce,0.501,0.0,0.132,0.0,0.501,0.0,0.0,0.054
Développeur Frontend React TypeScript,Junior Marketing Digital,0.503,0.088,0.155,0.0,0.503,0.0,0.0,0.039
Développeur Frontend React TypeScript,Comptable Confirmé SAP,0.5,0.0,0.123,0.0,0.5,0.0,-0.4,0.054
Développeur Frontend React TypeScript,Contrôleur de Gestion,0.5,0.0,0.133,0.0,0.5,0.0,-0.4,0.054
Développeur Frontend React TypeScript,Chargé RH Recrutement IT,0.501,0.0,0.14,0.0,0.501,0.0,0.0,0.054
Développeur Frontend React TypeScript,Médecin Généraliste,0.5,0.0,0.105,0.0,0.5,0.0,-1.0,0.054
Développeur Frontend React TypeScript,Enseignant Mathématiques,0.5,0.0,0.106,0.0,0.5,0.0,-0.4,0.054
Développeur Frontend React TypeScript,Juriste Droit des Affaires,0.5,0.0,0.142,0.0,0.5,0.0,-0.4,0.054
Développeur Frontend React TypeScript,Ingénieur Civil BTP,0.5,0.0,0.138,0.0,0.5,0.0,-0.4,0.054
Développeur Frontend React TypeScript,Commercial Vente Retail,0.5,0.0,0.123,0.0,0.5,0.0,0.0,0.054
Développeur Frontend React TypeScript,Étudiant Première Année,0.515,0.362,0.222,0.0,0.515,0.25,0.4,0.0882
Développeur Frontend Angular,Senior Backend Python FastAPI,0.512,0.375,0.294,0.0,0.512,0.25,0.0,0.3525
Développeur Frontend Angular,Mid Backend Python Django,0.51,0.25,0.255,0.0,0.51,0.25,0.0,0.3025
Développeur Frontend Angular,Junior Python Flask,0.504,0.5,0.296,0.0,0.504,0.375,0.4,0.2949
Développeur Frontend Angular,Python Data + Backend,0.518,0.212,0.232,0.0,0.518,0.125,0.0,0.1556
Développeur Frontend Angular,Senior Java Spring Boot,0.528,0.613,0.324,0.0,0.528,0.5,0.0,0.725
Développeur Frontend Angular,Mid Java Spring,0.518,0.375,0.285,0.0,0.518,0.25,0.0,0.3525
Développeur Frontend Angular,Junior Java Angular Stage,0.543,0.613,0.316,0.0,0.543,0.375,0.2,0.3223
Développeur Frontend Angular,Senior Node.js Express,0.518,0.362,0.301,0.0,0.518,0.375,0.4,0.4149
Développeur Frontend Angular,Full Stack Node React,0.516,0.738,0.339,0.0,0.516,0.375,0.0,0.6562
Développeur Frontend Angular,Développeur PHP Laravel Senior,0.572,0.375,0.304,0.0,0.572,0.375,0.4,0.4149
Développeur Frontend Angular,Junior PHP Symfony,0.511,0.5,0.273,0.0,0.511,0.5,0.4,0.3444
Développeur Frontend Angular,Développeur .NET C# Senior,0.582,0.25,0.262,0.0,0.582,0.25,0.0,0.3525
Développeur Frontend Angular,Senior Frontend React,0.523,0.738,0.359,0.0,0.523,0.75,0.4,0.5634
Développeur Frontend Angular,Mid Frontend React Redux,0.517,0.613,0.345,0.0,0.517,0.625,0.0,0.7104
Développeur Frontend Angular,Junior Frontend JavaScript,0.546,0.5,0.354,0.0,0.546,0.5,0.6,0.2411
Développeur Frontend Angular,Senior Angular TypeScript,0.684,0.85,0.414,0.0,0.684,1.0,0.0,0.95
Développeur Frontend Angular,Développeur Flutter Senior,0.522,0.25,0.235,0.0,0.522,0.25,0.4,0.2192
Développeur Frontend Angular,Développeur Android Kotlin,0.522,0.25,0.217,0.0,0.522,0.25,0.0,0.3525
Développeur Frontend Angular,Junior Mobile React Native,0.506,0.375,0.262,0.0,0.506,0.375,0.4,0.2949
Développeur Frontend Angular,Senior Data Scientist,0.502,0.125,0.186,0.0,0.502,0.125,0.0,0.1556
Développeur Frontend Angular,ML Engineer MLOps,0.506,0.125,0.18,0.0,0.506,0.125,0.0,0.1556
Développeur Frontend Angular,Data Analyst Junior,0.501,0.125,0.169,0.0,0.501,0.125,0.4,0.0588
Développeur Frontend Angular,Data Analyst Senior BI,0.501,0.125,0.171,0.0,0.501,0.125,0.0,0.1556
Développeur Frontend Angular,Data Engineer Spark,0.505,0.125,0.181,0.0,0.505,0.125,0.0,0.1556
Développeur Frontend Angular,Stage Data Science,0.503,0.125,0.157,0.0,0.503,0.125,0.2,0.0604
Développeur Frontend Angular,Senior DevOps AWS,0.513,0.125,0.194,0.0,0.513,0.125,0.0,0.1556
Développeur Frontend Angular,Ingénieur Cloud Azure,0.505,0.125,0.192,0.0,0.505,0.125,0.0,0.1556
Développeur Frontend Angular,SRE Kubernetes Linux,0.51,0.125,0.177,0.0,0.51,0.125,0.0,0.1556
Développeur Frontend Angular,Junior DevOps CI/CD,0.526,0.125,0.213,0.0,0.526,0.125,0.0,0.1056
Développeur Frontend Angular,Analyste Sécurité Pentester,0.5,0.0,0.135,0.0,0.5,0.0,0.0,0.054
Développeur Frontend Angular,Analyste SOC SIEM,0.5,0.0,0.138,0.0,0.5,0.0,0.0,0.044
Développeur Frontend Angular,Ingénieur QA Automation,0.504,0.375,0.248,0.0,0.504,0.25,0.0,0.3525
Développeur Frontend Angular,Designer UX/UI Figma,0.505,0.25,0.193,0.0,0.505,0.25,0.4,0.2192
Développeur Frontend Angular,Chef de Projet IT Scrum,0.503,0.0,0.137,0.0,0.503,0.0,0.0,0.054
Développeur Frontend Angular,Marketing Digital Expert,0.501,0.088,0.16,0.0,0.501,0.0,0.4,0.032
Développeur Frontend Angular,Commercial B2B Salesforce,0.502,0.0,0.127,0.0,0.502,0.0,0.4,0.032
Développeur Frontend Angular,Junior Marketing Digital,0.503,0.088,0.155,0.0,0.503,0.0,0.4,0.02
Développeur Frontend Angular,Comptable Confirmé SAP,0.5,0.0,0.124,0.0,0.5,0.0,0.0,0.054
Développeur Frontend Angular,Contrôleur de Gestion,0.501,0.0,0.137,0.0,0.501,0.0,0.0,0.054
Développeur Frontend Angular,Chargé RH Recrutement IT,0.501,0.0,0.133,0.0,0.501,0.0,0.4,0.032
Développeur Frontend Angular,Médecin Généraliste,0.5,0.0,0.101,0.0,0.5,0.0,-0.6,0.054
Développeur Frontend Angular,Enseignant Mathématiques,0.5,0.0,0.111,0.0,0.5,0.0,0.0,0.054
Développeur Frontend Angular,Juriste Droit des Affaires,0.5,0.0,0.14,0.0,0.5,0.0,0.0,0.054
Développeur Frontend Angular,Ingénieur Civil BTP,0.5,0.0,0.14,0.0,0.5,0.0,0.0,0.054
Développeur Frontend Angular,Commercial Vente Retail,0.5,0.0,0.124,0.0,0.5,0.0,0.4,0.032
Développeur Frontend Angular,Étudiant Première Année,0.514,0.25,0.2,0.0,0.514,0.25,0.8,0.0586
Développeur Frontend Vue.js,Senior Backend Python FastAPI,0.503,0.429,0.328,0.0,0.503,0.2857,-0.4,0.3643
Développeur Frontend Vue.js,Mid Backend Python Django,0.503,0.286,0.26,0.0,0.503,0.2857,-0.4,0.3643
Développeur Frontend Vue.js,Junior Python Flask,0.501,0.7,0.308,0.0,0.501,0.4286,0.0,0.5607
Développeur Frontend Vue.js,Python Data + Backend,0.503,0.243,0.243,0.0,0.503,0.1429,-0.4,0.1586
Développeur Frontend Vue.js,Senior Java Spring Boot,0.504,0.557,0.318,0.0,0.504,0.2857,-0.4,0.3643
Développeur Frontend Vue.js,Mid Java Spring,0.503,0.429,0.341,0.0,0.503,0.2857,-0.4,0.3643
Développeur Frontend Vue.js,Junior Java Angular Stage,0.504,0.429,0.299,0.0,0.504,0.2857,-0.2,0.2143
Développeur Frontend Vue.js,Senior Node.js Express,0.503,0.414,0.333,0.0,0.503,0.2857,0.0,0.3643
Développeur Frontend Vue.js,Full Stack Node React,0.503,0.971,0.316,0.0,0.503,0.2857,-0.4,0.3643
Développeur Frontend Vue.js,Développeur PHP Laravel Senior,0.524,0.529,0.354,0.0,0.524,0.4286,0.0,0.6857
Développeur Frontend Vue.js,Junior PHP Symfony,0.505,0.7,0.306,0.0,0.505,0.5714,0.0,0.6393
Développeur Frontend Vue.js,Développeur .NET C# Senior,0.538,0.286,0.254,0.0,0.538,0.2857,-0.4,0.3643
Développeur Frontend Vue.js,Senior Frontend React,0.525,0.85,0.378,0.0,0.525,0.8571,0.0,0.9214
Développeur Frontend Vue.js,Mid Frontend React Redux,0.522,0.843,0.368,0.0,0.522,0.7143,-0.4,0.8429
Développeur Frontend Vue.js,Junior Frontend JavaScript,0.56,0.843,0.391,0.0,0.56,0.7143,0.2,0.5731
Développeur Frontend Vue.js,Senior Angular TypeScript,0.507,0.85,0.324,0.0,0.507,0.7143,-0.4,0.8429
Développeur Frontend Vue.js,Développeur Flutter Senior,0.51,0.286,0.248,0.0,0.51,0.2857,0.0,0.3643
Développeur Frontend Vue.js,Développeur Android Kotlin,0.513,0.286,0.238,0.0,0.513,0.2857,-0.4,0.3643
Développeur Frontend Vue.js,Junior Mobile React Native,0.502,0.429,0.309,0.0,0.502,0.4286,0.0,0.5607
Développeur Frontend Vue.js,Senior Data Scientist,0.501,0.143,0.189,0.0,0.501,0.1429,-0.4,0.1586
Développeur Frontend Vue.js,ML Engineer MLOps,0.502,0.143,0.173,0.0,0.502,0.1429,-0.4,0.1586
Développeur Frontend Vue.js,Data Analyst Junior,0.5,0.143,0.181,0.0,0.5,0.1429,0.0,0.1211
Développeur Frontend Vue.js,Data Analyst Senior BI,0.5,0.143,0.182,0.0,0.5,0.1429,-0.4,0.1586
Développeur Frontend Vue.js,Data Engineer Spark,0.502,0.143,0.179,0.0,0.502,0.1429,-0.4,0.1586
Développeur Frontend Vue.js,Stage Data Science,0.501,0.143,0.166,0.0,0.501,0.1429,-0.2,0.0836
Développeur Frontend Vue.js,Senior DevOps AWS,0.504,0.143,0.192,0.0,0.504,0.1429,-0.4,0.1586
Développeur Frontend Vue.js,Ingénieur Cloud Azure,0.502,0.143,0.181,0.0,0.502,0.1429,-0.4,0.1586
Développeur Frontend Vue.js,SRE Kubernetes Linux,0.502,0.143,0.184,0.0,0.502,0.1429,-0.4,0.1586
Développeur Frontend Vue.js,Junior DevOps CI/CD,0.505,0.143,0.2,0.0,0.505,0.1429,-0.4,0.1211
Développeur Frontend Vue.js,Analyste Sécurité Pentester,0.5,0.0,0.128,0.0,0.5,0.0,-0.4,0.054
Développeur Frontend Vue.js,Analyste SOC SIEM,0.5,0.0,0.135,0.0,0.5,0.0,-0.4,0.054
Développeur Frontend Vue.js,Ingénieur QA Automation,0.502,0.429,0.312,0.0,0.502,0.2857,-0.4,0.3643
Développeur Frontend Vue.js,Designer UX/UI Figma,0.502,0.414,0.267,0.0,0.502,0.2857,0.0,0.3643
Développeur Frontend Vue.js,Chef de Projet IT Scrum,0.501,0.0,0.14,0.0,0.501,0.0,-0.4,0.054
Développeur Frontend Vue.js,Marketing Digital Expert,0.501,0.1,0.155,0.0,0.501,0.0,0.0,0.054
Développeur Frontend Vue.js,Commercial B2B Salesforce,0.501,0.0,0.135,0.0,0.501,0.0,0.0,0.054
Développeur Frontend Vue.js,Junior Marketing Digital,0.502,0.1,0.154,0.0,0.502,0.0,0.0,0.039
Développeur Frontend Vue.js,Comptable Confirmé SAP,0.5,0.0,0.128,0.0,0.5,0.0,-0.4,0.054
Développeur Frontend Vue.js,Contrôleur de Gestion,0.5,0.0,0.139,0.0,0.5,0.0,-0.4,0.054
Développeur Frontend Vue.js,Chargé RH Recrutement IT,0.5,0.0,0.134,0.0,0.5,0.0,0.0,0.054
Développeur Frontend Vue.js,Médecin Généraliste,0.5,0.0,0.11,0.0,0.5,0.0,-1.0,0.054
Développeur Frontend Vue.js,Enseignant Mathématiques,0.5,0.0,0.106,0.0,0.5,0.0,-0.4,0.054
Développeur Frontend Vue.js,Juriste Droit des Affaires,0.5,0.0,0.146,0.0,0.5,0.0,-0.4,0.054
Développeur Frontend Vue.js,Ingénieur Civil BTP,0.5,0.0,0.142,0.0,0.5,0.0,-0.4,0.054
Développeur Frontend Vue.js,Commercial Vente Retail,0.5,0.0,0.125,0.0,0.5,0.0,0.0,0.054
Développeur Frontend Vue.js,Étudiant Première Année,0.509,0.414,0.274,0.0,0.509,0.2857,0.4,0.0967
Développeur Full Stack React Node.js,Senior Backend Python FastAPI,0.504,0.613,0.239,0.0,0.504,0.5,0.0,0.725
Développeur Full Stack React Node.js,Mid Backend Python Django,0.507,0.5,0.249,0.0,0.507,0.5,0.0,0.6417
Développeur Full Stack React Node.js,Junior Python Flask,0.501,0.362,0.148,0.0,0.501,0.125,0.4,0.0588
Développeur Full Stack React Node.js,Python Data + Backend,0.503,0.462,0.332,0.0,0.503,0.375,0.0,0.6562
Développeur Full Stack React Node.js,Senior Java Spring Boot,0.507,0.488,0.329,0.0,0.507,0.5,0.0,0.725
Développeur Full Stack React Node.js,Mid Java Spring,0.508,0.5,0.258,0.0,0.508,0.5,0.0,0.725
Développeur Full Stack React Node.js,Junior Java Angular Stage,0.504,0.362,0.254,0.0,0.504,0.25,0.2,0.1571
Développeur Full Stack React Node.js,Senior Node.js Express,0.676,0.825,0.304,0.0,0.676,0.75,0.4,0.5634
Développeur Full Stack React Node.js,Full Stack Node React,0.725,0.875,0.453,0.0,0.725,1.0,0.0,0.95
Développeur Full Stack React Node.js,Développeur PHP Laravel Senior,0.528,0.488,0.233,0.0,0.528,0.375,0.4,0.4149
Développeur Full Stack React Node.js,Junior PHP Symfony,0.502,0.238,0.098,0.0,0.502,0.125,0.4,0.0588
Développeur Full Stack React Node.js,Développeur .NET C# Senior,0.533,0.375,0.212,0.0,0.533,0.375,0.0,0.6562
Développeur Full Stack React Node.js,Senior Frontend React,0.51,0.488,0.252,0.0,0.51,0.5,0.4,0.4644
Développeur Full Stack React Node.js,Mid Frontend React Redux,0.51,0.488,0.252,0.0,0.51,0.5,0.0,0.6417
Développeur Full Stack React Node.js,Junior Frontend JavaScript,0.502,0.238,0.136,0.0,0.502,0.125,0.6,0.0383
Développeur Full Stack React Node.js,Senior Angular TypeScript,0.503,0.562,0.252,0.0,0.503,0.375,0.0,0.6562
Développeur Full Stack React Node.js,Développeur Flutter Senior,0.508,0.25,0.137,0.0,0.508,0.25,0.4,0.2192
Développeur Full Stack React Node.js,Développeur Android Kotlin,0.513,0.25,0.129,0.0,0.513,0.25,0.0,0.3525
Développeur Full Stack React Node.js,Junior Mobile React Native,0.507,0.488,0.228,0.0,0.507,0.375,0.4,0.2949
Développeur Full Stack React Node.js,Senior Data Scientist,0.501,0.325,0.243,0.0,0.501,0.125,0.0,0.1556
Développeur Full Stack React Node.js,ML Engineer MLOps,0.501,0.25,0.113,0.0,0.501,0.25,0.0,0.3525
Développeur Full Stack React Node.js,Data Analyst Junior,0.5,0.238,0.102,0.0,0.5,0.125,0.4,0.0588
Développeur Full Stack React Node.js,Data Analyst Senior BI,0.5,0.238,0.1,0.0,0.5,0.125,0.0,0.1556
Développeur Full Stack React Node.js,Data Engineer Spark,0.502,0.362,0.261,0.0,0.502,0.25,0.0,0.3525
Développeur Full Stack React Node.js,Stage Data Science,0.502,0.238,0.183,0.0,0.502,0.125,0.2,0.0604
Développeur Full Stack React Node.js,Senior DevOps AWS,0.504,0.25,0.237,0.0,0.504,0.25,0.0,0.3525
Développeur Full Stack React Node.js,Ingénieur Cloud Azure,0.502,0.25,0.216,0.0,0.502,0.25,0.0,0.3525
Développeur Full Stack React Node.js,SRE Kubernetes Linux,0.503,0.25,0.217,0.0,0.503,0.25,0.0,0.3525
Développeur Full Stack React Node.js,Junior DevOps CI/CD,0.506,0.25,0.257,0.0,0.506,0.25,0.0,0.2525
Développeur Full Stack React Node.js,Analyste Sécurité Pentester,0.5,0.0,0.137,0.0,0.5,0.0,0.0,0.054
Développeur Full Stack React Node.js,Analyste SOC SIEM,0.5,0.0,0.143,0.0,0.5,0.0,0.0,0.044
Développeur Full Stack React Node.js,Ingénieur QA Automation,0.501,0.25,0.215,0.0,0.501,0.25,0.0,0.3525
Développeur Full Stack React Node.js,Designer UX/UI Figma,0.501,0.0,0.112,0.0,0.501,0.0,0.4,0.032
Développeur Full Stack React Node.js,Chef de Projet IT Scrum,0.501,0.0,0.139,0.0,0.501,0.0,0.0,0.054
Développeur Full Stack React Node.js,Marketing Digital Expert,0.501,0.088,0.162,0.0,0.501,0.0,0.4,0.032
Développeur Full Stack React Node.js,Commercial B2B Salesforce,0.5,0.0,0.124,0.0,0.5,0.0,0.4,0.032
Développeur Full Stack React Node.js,Junior Marketing Digital,0.501,0.088,0.147,0.0,0.501,0.0,0.4,0.02
Développeur Full Stack React Node.js,Comptable Confirmé SAP,0.5,0.0,0.128,0.0,0.5,0.0,0.0,0.054
Développeur Full Stack React Node.js,Contrôleur de Gestion,0.5,0.0,0.127,0.0,0.5,0.0,0.0,0.054
Développeur Full Stack React Node.js,Chargé RH Recrutement IT,0.5,0.0,0.13,0.0,0.5,0.0,0.4,0.032
Développeur Full Stack React Node.js,Médecin Généraliste,0.5,0.0,0.103,0.0,0.5,0.0,-0.6,0.054
Développeur Full Stack React Node.js,Enseignant Mathématiques,0.5,0.0,0.115,0.0,0.5,0.0,0.0,0.054
Développeur Full Stack React Node.js,Juriste Droit des Affaires,0.5,0.0,0.142,0.0,0.5,0.0,0.0,0.054
Développeur Full Stack React Node.js,Ingénieur Civil BTP,0.5,0.0,0.133,0.0,0.5,0.0,0.0,0.054
Développeur Full Stack React Node.js,Commercial Vente Retail,0.5,0.0,0.112,0.0,0.5,0.0,0.4,0.032
Développeur Full Stack React Node.js,Étudiant Première Année,0.501,0.0,0.108,0.0,0.501,0.0,0.8,0.02
Développeur Mobile Flutter,Senior Backend Python FastAPI,0.506,0.286,0.247,0.0,0.506,0.2857,-0.4,0.3643
Développeur Mobile Flutter,Mid Backend Python Django,0.506,0.286,0.248,0.0,0.506,0.2857,-0.4,0.3643
Développeur Mobile Flutter,Junior Python Flask,0.503,0.286,0.242,0.0,0.503,0.1429,0.0,0.1211
Développeur Mobile Flutter,Python Data + Backend,0.509,0.243,0.227,0.0,0.509,0.1429,-0.4,0.1586
Développeur Mobile Flutter,Senior Java Spring Boot,0.513,0.414,0.303,0.0,0.513,0.2857,-0.4,0.3643
Développeur Mobile Flutter,Mid Java Spring,0.511,0.414,0.325,0.0,0.511,0.2857,-0.4,0.3643
Développeur Mobile Flutter,Junior Java Angular Stage,0.51,0.414,0.289,0.0,0.51,0.2857,-0.2,0.2143
Développeur Mobile Flutter,Senior Node.js Express,0.513,0.286,0.244,0.0,0.513,0.2857,0.0,0.3643
Développeur Mobile Flutter,Full Stack Node React,0.511,0.286,0.251,0.0,0.511,0.2857,-0.4,0.3643
Développeur Mobile Flutter,Développeur PHP Laravel Senior,0.531,0.286,0.258,0.0,0.531,0.2857,0.0,0.3643
Développeur Mobile Flutter,Junior PHP Symfony,0.504,0.143,0.18,0.0,0.504,0.1429,0.0,0.1211
Développeur Mobile Flutter,Développeur .NET C# Senior,0.541,0.286,0.255,0.0,0.541,0.2857,-0.4,0.3643
Développeur Mobile Flutter,Senior Frontend React,0.509,0.286,0.256,0.0,0.509,0.2857,0.0,0.3643
Développeur Mobile Flutter,Mid Frontend React Redux,0.507,0.286,0.254,0.0,0.507,0.2857,-0.4,0.3643
Développeur Mobile Flutter,Junior Frontend JavaScript,0.507,0.143,0.197,0.0,0.507,0.1429,0.2,0.0889
Développeur Mobile Flutter,Senior Angular TypeScript,0.507,0.286,0.233,0.0,0.507,0.2857,-0.4,0.3643
